14.56690678	19.07889293	19.75233537	35.98836493
16.86937654	28.43496071	27.65769554	36.0980768
18.27731661	30.52907936	33.69035813	41.16235414
18.41234728	31.05001788	36.87065321	45.11377185
18.64411167	34.38151259	37.51060495	49.46763849
19.0936811	35.00144264	39.47323883	52.72765116
19.21809301	37.40477924	41.49598018	55.98516899
19.65331123	39.2571865	42.81614833	56.01148903
20.23586729	40.08687204	46.84708795	56.52382426
20.60138354	40.60049976	49.57352586	57.81786273
20.91610912	41.8193811	49.96820503	58.12065229
21.15942218	42.27300523	50.24623719	58.72291658
21.32039428	43.07123239	51.65720881	59.32205931
21.71449126	44.30133464	52.89294563	60.31402565
21.76804833	44.77850162	53.22921463	62.63072403
23.33617895	45.2429587	54.82771547	67.28233202
24.12130839	45.52573475	55.31384603	67.68364145
25.55960996	45.88391546	56.19867968	69.22713208
25.70919654	45.90677767	58.57000991	69.84862706
25.7108793	46.5370804	59.65120298	70.61008438
26.56371785	46.54114197	60.4977494	70.72537059
27.02369396	46.58562012	61.09007467	70.86388006
27.10873025	47.18881889	62.10207096	71.93242678
28.24042211	47.36192379	63.6801519	72.18938232
28.71258884	47.46244427	64.73390946	73.63771645
29.61846128	47.57192256	66.32693739	73.88066962
29.6391048	47.72533518	66.8018003	74.74568732
29.69102796	47.72677249	66.95488228	75.42483253
31.94040175	50.07311786	68.02331797	77.02398907
32.070604	50.69220134	68.34163265	77.04455135
32.27624278	51.38095251	68.61498167	78.45350931
12.5228568	51.4582874	69.1595515	78.47724242
32.84394996	52.11801672	70.16832609	79.1055098
33.29106964	52.72597689	70.92345095	79.76558186
33.81983365	55.00810657	71.56454145	83.40849518
34.67065772	57.29060811	72.32081516	85.85234013
34.69540539	58.0503472	73.07979624	89.68964156
35.18556379	58.12143658	73.20796345	89.84824623
35.80199502	58.18665802	73.41481739	90.38819872
37.739003	58.67293117	74.69032391	90.62342286
39.32923303	58.73869058	75.24316556	90.66713058
40.23651465	59.03571352	76.4795376	91.51474949
40.60173909	59.30635441	77.66259689	91.84749245
42.996793	60.8562776	79.94142067	92.04513419
44.51050861	61.58875361	80.11351958	92.21447949
45.00897034	61.68884379	81.19813658	92.62261652
45.22455228	62.01754625	83.45346269	93.16000864
45.62828948	62.72316191	83.56610368	93.23797358
47.12053453	64.40082406	86.30783107	93.36724228
47.59229188	64.73206664	87.43484817	95.61734554
48.71087119	66.25182218	87.72057068	95.70977024
49.46354659	69.07568358	88.170247	96.10009696
50.64023106	70.06291945	89.41509413	96.73448455
51.76796924	70.63799201	89.98740683	99.0588337
52.41783462	71.32325119	90	99.08702807
53.95464387	71.88093725	91.78901983	99.95171766
53.97255287	72.44857433	92.16137937	100.4834503
54.18247092	73.72625914	92.3865333	100.7168687
54.71543244	73.8166808	92.93443482	101.441223
56.43886537	76.8672217	96.88350317	101.6539455
59.03741159	77.05682061	96.89786035	102.0949414
60.42359313	81.54435304	97.17899946	105.2568171
64.31096066	81.70160271	97.33258463	106.768652
69.0458415	81.74129513	97.50113915	107.1026706
69.44498973	83.29055001	98.34665513	108.2384639
78.30022083	83.80659091	99.93455227	108.9199537
79.761105	84.13049828	101.3078759	109.1327043
85.36346739	86.0491965	101.6941804	110.2626882
91.25449286	88.78415614	105.2559604	110.4126003
91.3960086	91.94676833	105.3281137	114.0365641
92.19341063	92.09767427	105.4609106	115.2579507
94.56592649	93.17828984	106.8571887	115.4774805
94.63154299	95.19130764	108.4324788	116.5639718
95.70841655	96.91967975	109.4322102	117.6440932
97.25110602	97.94350688	110.628047	117.7000777
98.3165891	98.38681862	111.4319021	118.0928917
100.2293206	99.29515293	113.0624679	121.358279
115.4502445	99.73567127	113.196269	121.5285929
136.4047792	100.1906487	113.1998933	121.5285929
138.3236219	100.6913154	113.2729729	122.0445052
-1	101.1456137	113.8218292	122.4404397
-1	102.0493201	113.9456456	123.6358797
-1	104.4688475	114.5184059	124.2212671
-1	116.9801489	116.528854	127.7764864
-1	120.6456172	116.5924426	127.8178471
-1	120.6456172	119.957251	128.2348011
-1	126.7186688	120.1604477	128.5948703
-1	130.8768483	120.9648677	129.9592757
-1	141.0229817	123.0837728	130.8702689
-1	227.1216139	127.6598022	132.4966598
-1	231.8428926	128.2015171	134.3817564
-1	258.2458192	128.4078503	135.4021739
-1	274.236034	128.503301	136.0297163
-1	-1	130.827537	136.1438332
-1	-1	131.9638343	136.1438332
-1	-1	134.1885567	136.1568524
-1	-1	135.4177594	136.331109
-1	-1	136.329711	138.5895967
-1	-1	138.3635747	138.814912
-1	-1	139.7625623	141.4418172
-1	-1	143.583845	141.5743277
-1	-1	144.4945453	142.4485727
-1	-1	148.0174866	142.4912618
-1	-1	151.5241443	142.9032042
-1	-1	152.470264	143.3276962
-1	-1	163.9060709	144.8673666
