  1 0.346 0.045 0.327 0.016 0.032 0.070 0.011 0.007 0.004 0.008 0.002 0.000
  2 0.449 0.047 0.364 0.222 0.048 0.176 0.000 0.013 0.016 0.025 0.003 0.001
  3 0.140 0.039 0.205 0.095 0.053 0.236 0.000 0.020 0.039 0.008 0.006 0.004
  4 0.065 0.026 0.077 0.302 0.051 0.207 0.135 0.025 0.060 0.083 0.008 0.007
  5 0.000 0.016 0.029 0.365 0.058 0.311 0.854 0.034 0.882 0.875 0.010 0.987
